Timestamp,PID,Role,ProcessName,CPUPercent,WorkingSetMB,PrivateMB,VirtualMB,Threads,Handles,IOReadBytes,IOWriteBytes,Alive,StartTime
2026-01-29T19:11:45.1261926+01:00,14980,SimRacingAgent,,,,,,,,,,False,
2026-01-29T19:12:02.8213313+01:00,14980,SimRacingAgent,,,,,,,,,,False,
